Total Time,Memory Usage,num_samples,num_features,dataset_size
125.3781406879425,22766239,2937558,4,109.531214
1904.9117498397827,800209547,2103431,47,898.833948
68.47202253341675,9474212,812643,6,45.042081
636.8713629245758,390631267,1355936,28,345.765195
730.2796492576599,94411666,4445190,11,447.961713
995.4279446601868,115211444,1518490,39,538.687217
2064.1261847019196,835379827,3410393,29,900.521685
14.467725276947021,1205417,25026,21,4.792664
701.9716935157776,497444836,3177143,14,406.632348
2132.534990310669,63088,4794682,24,1048.565313
1887.0191912651062,819756694,2144772,46,897.116476
1200.4559109210968,137524533,1974606,36,646.763001
615.3294281959534,373582265,1102132,33,331.039637
704.4912648200989,426868881,1259252,33,378.22549
454.1891276836395,300606510,1327710,21,254.243131
691.857992887497,78933157,1277068,32,371.970038
606.8175559043884,69463168,1160003,31,327.374901
736.2894449234009,83600549,1272358,34,393.726451
