Total Time,Memory Usage,num_samples,num_features,num_classes,dataset_size
21.505109071731567,23224207,137699,20,6,58.152433
37.69406580924988,208624939,548038,46,3,538.827814
22.945353984832764,44702624,157565,34,5,114.169546
28.85808563232422,30934950,352676,10,15,73.301164
20.77255892753601,20303034,104672,23,11,51.135762
37.977733850479126,59120598,832431,8,8,137.652822
25.907973527908325,38910689,145773,32,15,99.22196
34.08598232269287,28158538,930452,3,5,58.972465
54.06209969520569,218369031,769758,34,9,556.78417
19.92491602897644,21833766,34379,76,4,56.000768
21.40150761604309,38557952,76422,60,12,98.126123
31.193633317947388,125069563,199153,75,7,319.999844
19.667169332504272,12356245,54125,27,11,30.978537
40.36548924446106,199519203,773216,31,9,510.868783
33.57404613494873,120716112,685878,21,3,305.398422
23.224705696105957,18811139,341848,6,11,42.694707
25.16284728050232,78576710,135853,69,5,200.674618
24.698957681655884,19183297,170343,13,18,46.485053
36.256471395492554,117655945,698078,20,12,295.822837
64.34704422950745,467320420,612575,92,11,1206.207854
62.90410494804382,267932933,768530,42,10,689.487115
23.381864309310913,59306191,81952,87,18,152.834763
43.298828125,162294910,590416,33,18,415.475071
78.65749430656433,479074139,870703,66,7,1230.234799
42.62164521217346,201256671,282899,85,9,514.997859
53.411372423172,210739068,871118,29,15,536.625977
34.762664556503296,33296223,709863,5,18,74.604029
63.67439246177673,409828577,500663,98,10,1051.805464
44.390140533447266,137445924,683594,24,13,348.473134
49.11094403266907,154802162,685258,27,9,392.210621
20.972636222839355,27807180,127209,26,15,70.278296
37.42293882369995,155320339,319060,58,15,395.574397
34.83993744850159,48330720,768224,7,9,111.293528
58.940268754959106,408134137,534666,92,19,1054.257168
32.1180305480957,122236507,320588,46,13,314.081482
35.20682334899902,197840214,284592,84,2,511.744887
48.78463077545166,136491002,771685,21,13,343.060187
25.025163412094116,13111179,427004,3,7,27.29921
45.393314361572266,152587328,482514,38,14,390.066951
34.695186376571655,64898139,539290,14,14,158.706226
24.729764223098755,36803513,96156,46,10,94.489669
29.09098172187805,49203683,923589,6,2,115.663579
28.09417152404785,69194394,193602,43,9,177.734296
43.13859701156616,225980095,850475,32,8,578.498778
39.88734459877014,229409468,314135,88,4,591.482814
26.97022843360901,13148226,427846,3,13,27.341476
51.60147261619568,360190842,473103,92,2,931.429563
27.17458987236023,95447914,116022,99,11,246.107115
22.002022743225098,41739342,78051,64,3,106.939251
32.1753203868866,125783861,538487,28,8,321.749852
19.120382070541382,13271563,82088,19,3,32.849011
48.47768187522888,298456449,922667,39,2,768.279747
99.04657244682312,722597314,927744,94,9,1869.726153
20.956149339675903,10651731,23834,52,17,26.514281
58.16262221336365,305046680,413263,89,17,788.087644
42.51419925689697,144078903,181039,95,19,369.064036
38.46241593360901,87835183,474840,22,17,220.836089
36.399630069732666,207583104,253337,98,8,531.821924
53.44275212287903,209841957,812716,31,12,536.240939
74.27814149856567,372893835,621803,72,17,958.106898
35.850900411605835,188251833,387333,58,4,481.068722
47.185184717178345,263885059,757188,42,4,678.614398
30.236445903778076,93115505,397544,28,17,236.767573
26.832531929016113,44451973,220788,24,17,112.198469
18.904196977615356,28317673,39615,86,2,72.912146
17.470296382904053,7370879,28849,30,6,18.428626
25.12662363052368,7408725,331707,2,13,14.395042
39.78203582763672,159384552,316580,60,19,406.478566
19.717395067214966,11615631,147636,9,2,27.295909
36.960827350616455,170594131,397781,51,7,433.451511
28.938558340072632,70852825,633299,13,12,172.555602
57.70496082305908,310715533,449638,83,14,799.896608
41.21786642074585,157803348,753093,25,12,398.296543
64.91103720664978,470724391,984772,57,6,1202.701946
37.60863900184631,146582269,568636,31,4,374.028503
20.29647946357727,13968653,29496,56,9,35.336867
16.83957600593567,3208909,3907,95,9,7.937543
50.4463324546814,349468398,543392,77,4,893.775124
